schoolID,studentID,Gender,GRADE,ISCEDP,IMMIG,LANGN,REPEAT,FAMSUP,TEACHSUP,SCHSUST,PROBSELF,HISCED,HOMEPOS,ESCS,PV1MATH,municipality_size,disadvantaged_students,external_evaluation,math_grouping,SCHLTYPE,SCHSIZE,PROATCE,STRATIO,SMRATIO,PROPSUPP,SCHAUTO,INSTLEAD,RATCMP1,STAFFSHORT,EDUSHORT,STUBEHA,TEACHBEHA,CLSIZE,SCSUPRTED,PROBSCRI,DIGPREP
38000035.0,38007254.0,Female,0.0,3,Native student,Other,Never repeated,1.5773,0.1475,0.5546,-0.3756,10.0,0.7777,1.1775,462.475,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38007378.0,Female,0.0,3,Native student,Other,Never repeated,0.3333,0.1475,-1.4031,0.9138,8.0,-0.7221,-0.1922,499.001,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38007412.0,Male,0.0,3,Native student,Other,Never repeated,-0.5682,1.5558,0.6181,0.292,6.0,0.3508,-0.4181,568.833,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38007710.0,Male,-1.0,3,Native student,Other,Never repeated,-0.7661,0.1475,-0.0104,-1.1716,4.0,-0.3368,-0.6995,536.484,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38008812.0,Female,0.0,3,Native student,Other,Never repeated,-0.0696,-1.7015,0.3792,-0.4959,5.0,1.1027,-0.0997,540.525,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38008928.0,Female,0.0,3,Native student,Other,Never repeated,-1.0455,0.1475,-0.2649,-0.9431,9.0,1.6825,1.4631,585.951,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38008994.0,Female,0.0,3,Native student,Other,Never repeated,0.1289,0.8211,-0.3935,0.6558,4.0,-0.7306,-0.8762,428.548,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38009006.0,Female,0.0,3,Native student,Other,Never repeated,-0.2323,-0.5635,0.3714,-0.3444,9.0,1.0461,0.9626,561.689,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38010063.0,Female,0.0,3,Native student,Other,Never repeated,1.021,-0.1002,-0.4919,0.0473,8.0,-0.3367,-0.1138,549.412,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38011295.0,Male,0.0,3,Native student,Other,Never repeated,-0.5954,-0.5635,-0.7023,0.1637,5.0,-1.1509,-0.7889,547.633,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38011633.0,Female,-1.0,3,First-Generation student,Other,Never repeated,-0.4437,-0.1002,-0.5137,0.4108,9.0,0.2453,1.0708,522.377,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38011656.0,Female,0.0,3,Native student,Other,Never repeated,0.6414,-1.3627,-0.3673,-1.1716,8.0,-0.3186,0.234,467.069,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38012133.0,Female,0.0,3,Native student,Other,Never repeated,0.2588,0.4357,0.319,0.0011,9.0,0.5488,0.6918,466.784,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38012383.0,Female,0.0,3,Native student,Other,Never repeated,0.0609,0.4357,0.5568,0.2374,9.0,0.9615,1.0633,611.534,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38012400.0,Female,-1.0,3,Native student,Other,Never repeated,0.4686,0.4357,-0.321,-0.606,10.0,1.051,1.2933,578.292,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38012725.0,Female,0.0,3,Native student,Other,Never repeated,-0.5132,-0.1002,-0.2405,-0.1893,4.0,0.6895,-0.5551,599.967,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38012976.0,Female,0.0,3,Native student,Other,Never repeated,0.7295,0.8211,0.9362,0.4339,3.0,0.4095,-1.2121,495.905,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38013727.0,Female,0.0,3,Native student,Other,Never repeated,-0.3815,-0.3322,-0.6934,-0.5835,8.0,0.6987,1.144,631.115,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38014234.0,Female,0.0,3,Native student,Other,Never repeated,-0.5139,1.5558,1.4623,0.6824,10.0,-0.1934,-0.0938,545.578,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38014393.0,Female,0.0,3,Native student,Other,Never repeated,-0.9451,1.5558,0.3936,0.4428,4.0,1.3535,0.5802,564.477,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000035.0,38014594.0,Female,0.0,3,Native student,Other,Never repeated,1.5796,1.5558,-0.7757,-0.3695,9.0,0.8041,1.3124,499.8,A city (100 000 to about 1 000 000 people),20.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,712.0,0.6983,7.9553,94.9333,0.1304,-0.6449,-0.966,0.5714,0.8242,0.265,-0.7165,0.4883,2.0,2.0,0.7965,-0.4675
38000064.0,38000004.0,Male,0.0,2,Native student,Italian,Never repeated,,0.1475,,,5.0,-0.7457,-0.7283,515.899,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38000081.0,Female,0.0,2,Native student,Italian,Never repeated,-0.1504,1.5558,0.7748,1.0287,6.0,0.1781,-0.1786,370.39,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38000903.0,Male,-1.0,2,Native student,Italian,Never repeated,,,,,6.0,0.5934,-0.6603,348.278,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38000991.0,Male,0.0,2,Native student,Italian,Never repeated,-0.9137,-2.1346,0.4788,1.1871,9.0,0.9592,0.0194,507.271,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38001830.0,Male,-1.0,2,Native student,Italian,Repeated at lease once,,,,,9.0,0.9923,1.237,437.464,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38002163.0,Male,0.0,2,Native student,Italian,Never repeated,-0.9377,-0.3322,,,4.0,0.423,-0.667,459.003,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38003034.0,Male,0.0,2,Second-Generation student,Italian,Never repeated,-0.0263,-0.8059,0.6665,-1.2372,5.0,-0.1644,-0.3971,434.731,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38003069.0,Male,-1.0,2,Native student,Italian,Repeated at lease once,0.5769,-0.8059,,,,-0.1271,-0.4411,502.585,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38003562.0,Female,0.0,2,Native student,Italian,Never repeated,0.0691,-0.5635,,,7.0,0.1743,-0.4247,472.269,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38004339.0,Female,0.0,2,Native student,Italian,Never repeated,,,,,9.0,0.4737,0.9113,476.265,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38004406.0,Male,0.0,2,Native student,Italian,Never repeated,0.4283,0.8211,,,7.0,-0.2818,-0.4138,411.259,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38004524.0,Male,-1.0,2,Native student,Italian,Repeated at lease once,,0.8211,,,7.0,-1.409,-1.2375,385.293,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38004566.0,Male,0.0,2,Native student,Italian,Never repeated,0.8468,1.5558,-0.7715,0.318,8.0,0.1903,0.3476,436.128,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38004989.0,Male,0.0,2,Native student,Italian,Never repeated,0.308,-0.1002,-0.2223,,10.0,-0.2886,0.343,524.376,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
38000064.0,38005926.0,Female,0.0,2,Native student,Italian,Never repeated,1.717,1.5558,-0.5497,-0.032,3.0,-0.7902,-1.9589,554.023,A town (15 000 to about 100 000 people),0.0,No,3.0,Public,690.0,0.8031,7.1503,81.1765,0.2162,-0.5958,-0.667,0.7025,0.1964,0.2759,0.048,-0.5205,3.0,2.0,-1.0628,-0.2788
