schoolID,studentID,Gender,PROGN,IMMIG,LANGN,REPEAT,BELONG,BULLIED,PERSEVAGR,COOPAGR,STRESAGR,EMOCOAGR,FAMSUP,ANXMAT,ESCS,PV1MATH,municipality_size,degree_of_competition,external_evaluation,math_grouping,additional_math_classes,track_student_attendance,SCHLTYPE,SCHSIZE,PROATCE,PROPSUPP,INSTLEAD,RATCMP1,STAFFSHORT,STUBEHA,TEACHBEHA,CLSIZE,SCSUPRTED,PROBSCRI,DIGPREP,SCHAUTO_ORDINAL,EDUSHORT_binned
38000035.0,38000595.0,Male,Academic,Native student,Other,Never repeated,-0.3397,-1.228,1.73,-0.5798,0.1804,-1.3624,0.2685,0.1931,0.0114,576.092,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38000765.0,Female,Academic,Immig student,Other,Never repeated,-0.3261,0.7074,0.5736,-0.6073,-1.3819,-0.5288,0.1952,-0.4577,-0.2142,463.628,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38002871.0,Female,Academic,Native student,Other,Never repeated,-1.4065,0.4549,-0.2888,-0.533,,-0.5789,-1.0077,0.8918,0.3595,509.386,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38003024.0,Female,Academic,Native student,Other,Never repeated,1.1073,-1.228,0.6561,3.0856,0.3238,0.8562,0.6532,-1.0075,-0.3374,519.545,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38003234.0,Female,Academic,Native student,Other,Never repeated,2.7308,-1.228,0.2774,1.5939,-0.5435,-0.2962,0.0292,-0.5191,1.0342,520.715,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38003643.0,Male,Academic,Native student,Other,Never repeated,0.1564,-0.1325,-0.8503,1.1881,-0.5465,0.5755,0.1361,0.7889,1.1286,586.943,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38004119.0,Female,Academic,Native student,Other,Never repeated,0.3988,-1.228,0.0465,0.0982,-1.1637,1.3313,-1.3441,-0.5006,-0.9038,486.871,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38004522.0,Female,Academic,Native student,Other,Never repeated,1.4693,-0.1325,0.3548,-0.0465,0.3479,0.4787,-0.3941,-0.0575,0.0937,497.863,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38004750.0,Female,Academic,Native student,Other,Never repeated,-0.6139,-1.228,-0.1216,0.7006,-0.1676,0.2381,-0.1555,0.3729,0.1857,549.865,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38004763.0,Female,Academic,Native student,Other,Never repeated,-1.1903,1.3024,-0.3569,-0.6208,0.1365,0.1682,-0.2889,-0.2045,-0.0106,548.701,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38005474.0,Male,Academic,Native student,Other,Never repeated,0.8759,-0.391,0.744,1.0012,0.3391,1.6495,0.9304,-0.8811,-0.5166,441.376,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38006675.0,Female,Academic,Native student,Other,Never repeated,2.7474,-1.228,0.8819,3.0817,1.0259,1.0024,-0.1129,-2.382,0.7859,483.356,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38006984.0,Female,Academic,Native student,Other,Never repeated,0.8759,-1.228,-0.9363,-0.234,0.7985,-0.0749,-1.0794,-0.8811,0.3579,429.389,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38007254.0,Female,Academic,Native student,Other,Never repeated,2.2967,-1.228,0.3201,1.5716,0.6495,2.8419,1.5773,-0.6243,1.1775,462.475,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38007378.0,Female,Academic,Native student,Other,Never repeated,1.0833,-0.1325,0.8929,3.6377,0.1139,-0.4971,0.3333,-0.2045,-0.1922,499.001,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38007412.0,Male,Academic,Native student,Other,Never repeated,-0.2388,-0.4588,-0.8064,-1.3899,-0.8089,-1.2349,-0.5682,-1.6654,-0.4181,568.833,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38007710.0,Male,Academic,Native student,Other,Never repeated,-0.3485,-0.267,-1.5767,-0.8972,1.188,0.2472,-0.7661,-2.3558,-0.6995,536.484,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38008812.0,Female,Academic,Native student,Other,Never repeated,0.5214,-1.228,0.3393,0.929,-1.5022,-0.6946,-0.0696,1.0508,-0.0997,540.525,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38008928.0,Female,Academic,Native student,Other,Never repeated,-0.8792,-1.228,0.3616,-0.4761,0.6434,0.1657,-1.0455,-1.1715,1.4631,585.951,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38008994.0,Female,Academic,Native student,Other,Never repeated,0.5159,-1.228,-0.5084,-0.0532,0.0686,0.1102,0.1289,2.635,-0.8762,428.548,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38009006.0,Female,Academic,Native student,Other,Never repeated,0.7639,-0.1325,0.9269,0.637,0.496,1.0311,-0.2323,-0.5191,0.9626,561.689,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38010063.0,Female,Academic,Native student,Other,Never repeated,0.0342,0.0102,-0.873,1.67,-1.1678,-0.7185,1.021,1.2587,-0.1138,549.412,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38011295.0,Male,Academic,Native student,Other,Never repeated,2.7308,-0.1325,-0.846,0.0168,0.4135,0.2201,-0.5954,-0.4577,-0.7889,547.633,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38011633.0,Female,Academic,Immig student,Other,Never repeated,-0.3191,0.7296,-0.6962,0.2889,-0.6155,0.0141,-0.4437,0.1748,1.0708,522.377,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38011656.0,Female,Academic,Native student,Other,Never repeated,1.4416,0.2289,0.2589,0.3448,-0.5415,0.1933,0.6414,0.7774,0.234,467.069,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38012133.0,Female,Academic,Native student,Other,Never repeated,-0.4922,-1.228,0.4076,-0.3897,-0.3504,-0.2207,0.2588,-0.1172,0.6918,466.784,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38012383.0,Female,Academic,Native student,Other,Never repeated,0.1436,-1.228,0.3302,-0.0089,-1.0681,-0.3656,0.0609,-2.249,1.0633,611.534,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38012400.0,Female,Academic,Native student,Other,Never repeated,-0.3397,-0.3264,0.1594,-1.3263,0.4632,0.3539,0.4686,-2.3755,1.2933,578.292,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38012725.0,Female,Academic,Native student,Other,Never repeated,-0.471,-1.228,-0.3349,-0.3863,0.8278,0.0388,-0.5132,-1.2756,-0.5551,599.967,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38012976.0,Female,Academic,Native student,Other,Never repeated,0.1832,-1.228,-0.4228,0.8514,-0.1468,1.4516,0.7295,-1.2286,-1.2121,495.905,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38013727.0,Female,Academic,Native student,Other,Never repeated,0.5881,-1.228,-0.5663,1.6998,-0.6766,0.621,-0.3815,-1.6625,1.144,631.115,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38014234.0,Female,Academic,Native student,Other,Never repeated,-0.3128,0.3367,0.3408,1.6987,,-0.4913,-0.5139,0.1031,-0.0938,545.578,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38014393.0,Female,Academic,Native student,Other,Never repeated,1.428,-1.228,0.8148,0.8782,-0.0445,0.4955,-0.9451,-0.5191,0.5802,564.477,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000035.0,38014594.0,Female,Academic,Native student,Other,Never repeated,0.5453,-1.228,-0.7209,1.1205,0.0292,0.1962,1.5796,0.1931,1.3124,499.8,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For some classes,Yes,Yes,Public,712.0,0.6983,0.1304,-0.966,0.5714,0.8242,-0.7165,0.4883,16-20 students,Some support from education authorities,0.7965,-0.4675,2,Middle
38000064.0,38000004.0,Male,Technical,Native student,Italian,Never repeated,-1.3342,-0.1325,0.2285,0.7741,-0.5736,1.4033,,,-0.7283,515.899,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2,Middle
38000064.0,38000081.0,Female,Technical,Native student,Italian,Never repeated,-0.3868,0.5381,2.6415,-0.7337,-1.638,-2.8087,-0.1504,0.1932,-0.1786,370.39,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2,Middle
38000064.0,38000903.0,Male,Technical,Native student,Italian,Never repeated,0.0137,-1.1794,1.9739,0.2128,,,,,-0.6603,348.278,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2,Middle
38000064.0,38000991.0,Male,Technical,Native student,Italian,Never repeated,-1.7367,0.3697,0.2367,-1.0727,-1.7437,-0.9722,-0.9137,1.4533,0.0194,507.271,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2,Middle
38000064.0,38001830.0,Male,Technical,Native student,Italian,Repeated at lease once,-0.7185,1.1019,0.5071,2.3554,0.0091,-0.2168,,,1.237,437.464,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2,Middle
38000064.0,38002163.0,Male,Technical,Native student,Italian,Never repeated,-0.1317,-0.3264,1.8771,-0.8287,1.2606,0.5183,-0.9377,-0.3744,-0.667,459.003,A town (15 000 to about 100 000 people),There are no other schools in this area that compete for our students.,No,For all classes,No,Yes,Public,690.0,0.8031,0.2162,-0.667,0.7025,0.1964,0.048,-0.5205,21-25 students,Some support from education authorities,-1.0628,-0.2788,2,Middle
